"trans_id","lang","translation"
"鹿島バスセンター(3)","ja-Hrkt","かしまばすせんたー"
"中川(2)","ja","中川(2)"
"中川(2)","ja-Hrkt","なかがわ"
"小舟津(2)","ja","小舟津(2)"
"小舟津(2)","ja-Hrkt","こふなつ"
"鹿島農協入口(2)","ja","鹿島農協入口(2)"
"鹿島農協入口(2)","ja-Hrkt","かしまのうきょういりぐち"
"しめご橋(2)","ja","しめご橋(2)"
"しめご橋(2)","ja-Hrkt","しめごばし"
"石木津(2)","ja","石木津(2)"
"石木津(2)","ja-Hrkt","いしきづ"
"浜三ツ角西(2)","ja","浜三ツ角西(2)"
"浜三ツ角西(2)","ja-Hrkt","はまみつかどにし"
"浜三ツ角(2)","ja","浜三ツ角(2)"
"浜三ツ角(2)","ja-Hrkt","はまみつかど"
"工場団地入口(2)","ja","工場団地入口(2)"
"工場団地入口(2)","ja-Hrkt","こうじょうだんちいりぐち"
"大村方(2)","ja","大村方(2)"
"大村方(2)","ja-Hrkt","おおむらがた"
"古枝小学校前(2)","ja","古枝小学校前(2)"
"古枝小学校前(2)","ja-Hrkt","ふるえだしょうがっこうまえ"
"祐徳神社前","ja","祐徳神社前"
"祐徳神社前","ja-Hrkt","ゆうとくじんじゃまえ"
"古枝小学校前(1)","ja","古枝小学校前(1)"
"古枝小学校前(1)","ja-Hrkt","ふるえだしょうがっこうまえ"
"大村方(1)","ja","大村方(1)"
"大村方(1)","ja-Hrkt","おおむらがた"
"工場団地入口(1)","ja","工場団地入口(1)"
"工場団地入口(1)","ja-Hrkt","こうじょうだんちいりぐち"
"浜三ツ角(1)","ja","浜三ツ角(1)"
"浜三ツ角(1)","ja-Hrkt","はまみつかど"
"浜三ツ角西(1)","ja","浜三ツ角西(1)"
"浜三ツ角西(1)","ja-Hrkt","はまみつかどにし"
"石木津(1)","ja","石木津(1)"
"石木津(1)","ja-Hrkt","いしきづ"
"しめご橋(1)","ja","しめご橋(1)"
"しめご橋(1)","ja-Hrkt","しめごばし"
"鹿島農協入口(1)","ja","鹿島農協入口(1)"
"鹿島農協入口(1)","ja-Hrkt","かしまのうきょういりぐち"
"小舟津(1)","ja","小舟津(1)"
"小舟津(1)","ja-Hrkt","こふなつ"
"中川(1)","ja","中川(1)"
"中川(1)","ja-Hrkt","なかがわ"
"鹿島バスセンター(1)","ja","鹿島バスセンター(1)"
"鹿島バスセンター(1)","ja-Hrkt","かしまばすせんたー"
"鹿島本町東(1)","ja","鹿島本町東(1)"
"鹿島本町東(1)","ja-Hrkt","かしまほんまちひがし"
"乙丸東(1)","ja","乙丸東(1)"
"乙丸東(1)","ja-Hrkt","おとまるひがし"
"新篭入口(1)","ja","新篭入口(1)"
"新篭入口(1)","ja-Hrkt","しんごもりいりぐち"
"井手(1)","ja","井手(1)"
"井手(1)","ja-Hrkt","いで"
"百貫(1)","ja","百貫(1)"
"百貫(1)","ja-Hrkt","ひゃっかん"
"深浦(1)","ja","深浦(1)"
"深浦(1)","ja-Hrkt","ふかうら"
"竜王崎(1)","ja","竜王崎(1)"
"竜王崎(1)","ja-Hrkt","りゅうおうざき"
"竜王駅前(1)","ja","竜王駅前(1)"
"竜王駅前(1)","ja-Hrkt","りゅうおうえきまえ"
"廻里江橋(1)","ja","廻里江橋(1)"
"廻里江橋(1)","ja-Hrkt","めぐりえばし"
"廻里津(1)","ja","廻里津(1)"
"廻里津(1)","ja-Hrkt","めぐりつ"
"柳橋(1)","ja","柳橋(1)"
"柳橋(1)","ja-Hrkt","やなぎばし"
"大井(1)","ja","大井(1)"
"大井(1)","ja-Hrkt","おおい"
"干拓道(1)","ja","干拓道(1)"
"干拓道(1)","ja-Hrkt","かんたくみち"
"白石中学校前(1)","ja","白石中学校前(1)"
"白石中学校前(1)","ja-Hrkt","しろいしちゅうがっこうまえ"
"廿治町(1)","ja","廿治町(1)"
"廿治町(1)","ja-Hrkt","はたちまち"
"白石中町(1)","ja","白石中町(1)"
"白石中町(1)","ja-Hrkt","しろいしなかまち"
"白石(1)","ja","白石(1)"
"白石(1)","ja-Hrkt","しろいし"
"六角橋(1)","ja","六角橋(1)"
"六角橋(1)","ja-Hrkt","ろっかくばし"
"下小田(1)","ja","下小田(1)"
"下小田(1)","ja-Hrkt","しもおだ"
"八丁(1)","ja","八丁(1)"
"八丁(1)","ja-Hrkt","はっちょう"
"千反松(1)","ja","千反松(1)"
"千反松(1)","ja-Hrkt","せんだんまつ"
"江北学校入口(1)","ja","江北学校入口(1)"
"江北学校入口(1)","ja-Hrkt","こうほくがっこういりぐち"
"久保山(2)","ja","久保山(2)"
"久保山(2)","ja-Hrkt","くぼやま"
"誕生院前(2)","ja","誕生院前(2)"
"誕生院前(2)","ja-Hrkt","たんじょういんまえ"
"執行分(2)","ja","執行分(2)"
"執行分(2)","ja-Hrkt","しぎょうぶん"
"泉通り(2)","ja","泉通り(2)"
"泉通り(2)","ja-Hrkt","いずみどおり"
"鹿島本町西(1)","ja","鹿島本町西(1)"
"鹿島本町西(1)","ja-Hrkt","かしまほんまちにし"
"乙丸西(2)","ja","乙丸西(2)"
"乙丸西(2)","ja-Hrkt","おとまるにし"
"貝の橋(2)","ja","貝の橋(2)"
"貝の橋(2)","ja-Hrkt","かいのはし"
"五の宮(2)","ja","五の宮(2)"
"五の宮(2)","ja-Hrkt","ごのみや"
"大牟田(2)","ja","大牟田(2)"
"大牟田(2)","ja-Hrkt","おおむた"
"真崎(2)","ja","真崎(2)"
"真崎(2)","ja-Hrkt","まっさき"
"五町田(2)","ja","五町田(2)"
"五町田(2)","ja-Hrkt","ごちょうだ"
"嬉野市役所塩田庁舎前(3)","ja","嬉野市役所塩田庁舎前(3)"
"嬉野市役所塩田庁舎前(3)","ja-Hrkt","うれしのしやくしょしおたちょうしゃまえ"
"下野辺田(2)","ja","下野辺田(2)"
"下野辺田(2)","ja-Hrkt","しものべた"
"塩田小学校前(2)","ja","塩田小学校前(2)"
"塩田小学校前(2)","ja-Hrkt","しおたしょうがっこうまえ"
"宮の元(2)","ja","宮の元(2)"
"宮の元(2)","ja-Hrkt","みやのもと"
"美野入口(2)","ja","美野入口(2)"
"美野入口(2)","ja-Hrkt","みのいりぐち"
"塩吹(2)","ja","塩吹(2)"
"塩吹(2)","ja-Hrkt","しおふき"
"橋山入口(2)","ja","橋山入口(2)"
"橋山入口(2)","ja-Hrkt","はしやまいりぐち"
"万才(2)","ja","万才(2)"
"万才(2)","ja-Hrkt","まんざい"
"蛍橋(2)","ja","蛍橋(2)"
"蛍橋(2)","ja-Hrkt","ほたるばし"
"五代(2)","ja","五代(2)"
"五代(2)","ja-Hrkt","ごだい"
"式浪入口(2)","ja","式浪入口(2)"
"式浪入口(2)","ja-Hrkt","しきなみいりぐち"
"一位原(2)","ja","一位原(2)"
"一位原(2)","ja-Hrkt","いちいばる"
"今寺(2)","ja","今寺(2)"
"今寺(2)","ja-Hrkt","いまでら"
"嬉野高校前(2)","ja","嬉野高校前(2)"
"嬉野高校前(2)","ja-Hrkt","うれしのこうこうまえ"
"築城(3)","ja","築城(3)"
"築城(3)","ja-Hrkt","つきじょう"
"温泉四区(2)","ja","温泉四区(2)"
"温泉四区(2)","ja-Hrkt","おんせんよんく"
"昭和通り","ja","昭和通り"
"昭和通り","ja-Hrkt","しょうわどおり"
"公会堂前(2)","ja","公会堂前(2)"
"公会堂前(2)","ja-Hrkt","こうかいどうまえ"
"体育館前(2)","ja","体育館前(2)"
"体育館前(2)","ja-Hrkt","たいいくかんまえ"
"嬉野医療センター前(2)","ja","嬉野医療センター前(2)"
"嬉野医療センター前(2)","ja-Hrkt","うれしのいりょうせんたーまえ"
"嬉野温泉バスセンター","ja","嬉野温泉バスセンター"
"嬉野温泉バスセンター","ja-Hrkt","うれしのおんせんばすせんたー"
"湯の田","ja","湯の田"
"湯の田","ja-Hrkt","ゆのた"
"嬉野医療センター前(1)","ja","嬉野医療センター前(1)"
"嬉野医療センター前(1)","ja-Hrkt","うれしのいりょうせんたーまえ"
"体育館前(1)","ja","体育館前(1)"
"体育館前(1)","ja-Hrkt","たいいくかんまえ"
"公会堂前(1)","ja","公会堂前(1)"
"公会堂前(1)","ja-Hrkt","こうかいどうまえ"
"温泉四区(1)","ja","温泉四区(1)"
"温泉四区(1)","ja-Hrkt","おんせんよんく"
"築城(1)","ja","築城(1)"
"築城(1)","ja-Hrkt","つきじょう"
"嬉野高校前(1)","ja","嬉野高校前(1)"
"嬉野高校前(1)","ja-Hrkt","うれしのこうこうまえ"
"今寺(1)","ja","今寺(1)"
"今寺(1)","ja-Hrkt","いまでら"
"一位原(1)","ja","一位原(1)"
"一位原(1)","ja-Hrkt","いちいばる"
"式浪入口(1)","ja","式浪入口(1)"
"式浪入口(1)","ja-Hrkt","しきなみいりぐち"
"五代(1)","ja","五代(1)"
"五代(1)","ja-Hrkt","ごだい"
"蛍橋(1)","ja","蛍橋(1)"
"蛍橋(1)","ja-Hrkt","ほたるばし"
"万才(1)","ja","万才(1)"
"万才(1)","ja-Hrkt","まんざい"
"橋山入口(1)","ja","橋山入口(1)"
"橋山入口(1)","ja-Hrkt","はしやまいりぐち"
"塩吹(1)","ja","塩吹(1)"
"塩吹(1)","ja-Hrkt","しおふき"
"美野入口(1)","ja","美野入口(1)"
"美野入口(1)","ja-Hrkt","みのいりぐち"
"宮の元(1)","ja","宮の元(1)"
"宮の元(1)","ja-Hrkt","みやのもと"
"塩田小学校前(1)","ja","塩田小学校前(1)"
"塩田小学校前(1)","ja-Hrkt","しおたしょうがっこうまえ"
"下野辺田(1)","ja","下野辺田(1)"
"下野辺田(1)","ja-Hrkt","しものべた"
"嬉野市役所塩田庁舎前(2)","ja","嬉野市役所塩田庁舎前(2)"
"嬉野市役所塩田庁舎前(2)","ja-Hrkt","うれしのしやくしょしおたちょうしゃまえ"
"五町田(1)","ja","五町田(1)"
"五町田(1)","ja-Hrkt","ごちょうだ"
"真崎(1)","ja","真崎(1)"
"真崎(1)","ja-Hrkt","まっさき"
"大牟田(1)","ja","大牟田(1)"
"大牟田(1)","ja-Hrkt","おおむた"
"五の宮(1)","ja","五の宮(1)"
"五の宮(1)","ja-Hrkt","ごのみや"
"貝の橋(1)","ja","貝の橋(1)"
"貝の橋(1)","ja-Hrkt","かいのはし"
"乙丸西(1)","ja","乙丸西(1)"
"乙丸西(1)","ja-Hrkt","おとまるにし"
"鹿島本町西(2)","ja","鹿島本町西(2)"
"鹿島本町西(2)","ja-Hrkt","かしまほんまちにし"
"泉通り(1)","ja","泉通り(1)"
"泉通り(1)","ja-Hrkt","いずみどおり"
"執行分(1)","ja","執行分(1)"
"執行分(1)","ja-Hrkt","しぎょうぶん"
"誕生院前(1)","ja","誕生院前(1)"
"誕生院前(1)","ja-Hrkt","たんじょういんまえ"
"久保山(1)","ja","久保山(1)"
"久保山(1)","ja-Hrkt","くぼやま"
"鹿島バスセンター(2)","ja","鹿島バスセンター(2)"
"鹿島バスセンター(2)","ja-Hrkt","かしまばすせんたー"
"鹿島新町","ja","鹿島新町"
"鹿島新町","ja-Hrkt","かしましんまち"
"公園入口(3)","ja","公園入口(3)"
"公園入口(3)","ja-Hrkt","こうえんいりぐち"
"西牟田(2)","ja","西牟田(2)"
"西牟田(2)","ja-Hrkt","にしむた"
"鹿島総合庁舎前","ja","鹿島総合庁舎前"
"鹿島総合庁舎前","ja-Hrkt","かしまそうごうちょうしゃまえ"
"黒川(2)","ja","黒川(2)"
"黒川(2)","ja-Hrkt","くろご"
"伏原入口(2)","ja","伏原入口(2)"
"伏原入口(2)","ja-Hrkt","ふしわらいりぐち"
"浅浦入口(2)","ja","浅浦入口(2)"
"浅浦入口(2)","ja-Hrkt","あさうらいりぐち"
"平山(2)","ja","平山(2)"
"平山(2)","ja-Hrkt","ひらやま"
"塩田分岐(2)","ja","塩田分岐(2)"
"塩田分岐(2)","ja-Hrkt","しおたわかれみち"
"八天社前","ja","八天社前"
"八天社前","ja-Hrkt","はってんしゃまえ"
"北山(2)","ja","北山(2)"
"北山(2)","ja-Hrkt","きたやま"
"鳥越","ja","鳥越"
"鳥越","ja-Hrkt","とりごえ"
"東吉田下(2)","ja","東吉田下(2)"
"東吉田下(2)","ja-Hrkt","ひがしよしだした"
"東吉田","ja","東吉田"
"東吉田","ja-Hrkt","ひがしよしだ"
"納戸料","ja","納戸料"
"納戸料","ja-Hrkt","なんどりょう"
"羽口坂(2)","ja","羽口坂(2)"
"羽口坂(2)","ja-Hrkt","はぐちざか"
"上皿屋","ja","上皿屋"
"上皿屋","ja-Hrkt","かみさらや"
"下皿屋","ja","下皿屋"
"下皿屋","ja-Hrkt","しもさらや"
"西吉田入口(2)","ja","西吉田入口(2)"
"西吉田入口(2)","ja-Hrkt","にしよしだいりぐち"
"西吉田下山","ja","西吉田下山"
"西吉田下山","ja-Hrkt","にしよしだしもやま"
"兎鹿野入口","ja","兎鹿野入口"
"兎鹿野入口","ja-Hrkt","とろくのいりぐち"
"中山","ja","中山"
"中山","ja-Hrkt","なかやま"
"井手川内(2)","ja","井手川内(2)"
"井手川内(2)","ja-Hrkt","いでがわち"
"築城(2)","ja","築城(2)"
"築城(2)","ja-Hrkt","つきじょう"
"井手川内(1)","ja","井手川内(1)"
"井手川内(1)","ja-Hrkt","いでがわち"
"西吉田入口(1)","ja","西吉田入口(1)"
"西吉田入口(1)","ja-Hrkt","にしよしだいりぐち"
"羽口坂(1)","ja","羽口坂(1)"
"羽口坂(1)","ja-Hrkt","はぐちざか"
"東吉田下(1)","ja","東吉田下(1)"
"東吉田下(1)","ja-Hrkt","ひがしよしだした"
"北山(1)","ja","北山(1)"
"北山(1)","ja-Hrkt","きたやま"
"塩田分岐(1)","ja","塩田分岐(1)"
"塩田分岐(1)","ja-Hrkt","しおたわかれみち"
"平山(1)","ja","平山(1)"
"平山(1)","ja-Hrkt","ひらやま"
"浅浦入口(1)","ja","浅浦入口(1)"
"浅浦入口(1)","ja-Hrkt","あさうらいりぐち"
"伏原入口(1)","ja","伏原入口(1)"
"伏原入口(1)","ja-Hrkt","ふしわらいりぐち"
"黒川(1)","ja","黒川(1)"
"黒川(1)","ja-Hrkt","くろご"
"西牟田(1)","ja","西牟田(1)"
"西牟田(1)","ja-Hrkt","にしむた"
"浅浦(2)","ja","浅浦(2)"
"浅浦(2)","ja-Hrkt","あさうら"
"浅浦(1)","ja","浅浦(1)"
"浅浦(1)","ja-Hrkt","あさうら"
"嬉野市役所塩田庁舎前(1)","ja","嬉野市役所塩田庁舎前(1)"
"嬉野市役所塩田庁舎前(1)","ja-Hrkt","うれしのしやくしょしおたちょうしゃまえ"
"塩田下町(2)","ja","塩田下町(2)"
"塩田下町(2)","ja-Hrkt","しおたしもまち"
"牛間田新道(2)","ja","牛間田新道(2)"
"牛間田新道(2)","ja-Hrkt","うしまだしんみち"
"下久間(2)","ja","下久間(2)"
"下久間(2)","ja-Hrkt","しもくま"
"志田原(2)","ja","志田原(2)"
"志田原(2)","ja-Hrkt","しだばる"
"冬野入口(2)","ja","冬野入口(2)"
"冬野入口(2)","ja-Hrkt","ふゆのいりぐち"
"西山(2)","ja","西山(2)"
"西山(2)","ja-Hrkt","にしやま"
"北志田(2)","ja","北志田(2)"
"北志田(2)","ja-Hrkt","きたしだ"
"楢崎(2)","ja","楢崎(2)"
"楢崎(2)","ja-Hrkt","ならざき"
"上野(1)","ja","上野(1)"
"上野(1)","ja-Hrkt","かみの"
"郷の木(2)","ja","郷の木(2)"
"郷の木(2)","ja-Hrkt","ごうのき"
"潮見(2)","ja","潮見(2)"
"潮見(2)","ja-Hrkt","しおみ"
"大谷(2)","ja","大谷(2)"
"大谷(2)","ja-Hrkt","おおたに"
"永島(2)","ja","永島(2)"
"永島(2)","ja-Hrkt","ながしま"
"和田団地(2)","ja","和田団地(2)"
"和田団地(2)","ja-Hrkt","わだだんち"
"花島(2)","ja","花島(2)"
"花島(2)","ja-Hrkt","はなしま"
"青陵中学校前(2)","ja","青陵中学校前(2)"
"青陵中学校前(2)","ja-Hrkt","せいりょうちゅうがっこうまえ"
"武雄総合庁舎前(1)","ja","武雄総合庁舎前(1)"
"武雄総合庁舎前(1)","ja-Hrkt","たけおそうごうちょうしゃまえ"
"武雄市役所前(1)","ja","武雄市役所前(1)"
"武雄市役所前(1)","ja-Hrkt","たけおしやくしょまえ"
"マルキョウ前(2)","ja","マルキョウ前(2)"
"マルキョウ前(2)","ja-Hrkt","まるきょうまえ"
"図書館前(1)","ja","図書館前(1)"
"図書館前(1)","ja-Hrkt","としょかんまえ"
"武雄高校前(2)","ja","武雄高校前(2)"
"武雄高校前(2)","ja-Hrkt","たけおこうこうまえ"
"武雄中央公園前(2)","ja","武雄中央公園前(2)"
"武雄中央公園前(2)","ja-Hrkt","たけおちゅうこうこうえんまえ"
"武雄中央公園前(1)","ja","武雄中央公園前(1)"
"武雄中央公園前(1)","ja-Hrkt","たけおちゅうこうこうえんまえ"
"武雄高校前","ja","武雄高校前"
"武雄高校前","ja-Hrkt","たけおこうこうまえ"
"図書館前(2)","ja","図書館前(2)"
"図書館前(2)","ja-Hrkt","としょかんまえ"
"マルキョウ前","ja","マルキョウ前"
"マルキョウ前","ja-Hrkt","まるきょうまえ"
"武雄市役所前(2)","ja","武雄市役所前(2)"
"武雄市役所前(2)","ja-Hrkt","たけおしやくしょまえ"
"武雄総合庁舎前(2)","ja","武雄総合庁舎前(2)"
"武雄総合庁舎前(2)","ja-Hrkt","たけおそうごうちょうしゃまえ"
"青陵中学校前(1)","ja","青陵中学校前(1)"
"青陵中学校前(1)","ja-Hrkt","せいりょうちゅうがっこうまえ"
"花島(1)","ja","花島(1)"
"花島(1)","ja-Hrkt","はなしま"
"和田団地(1)","ja","和田団地(1)"
"和田団地(1)","ja-Hrkt","わだだんち"
"永島(1)","ja","永島(1)"
"永島(1)","ja-Hrkt","ながしま"
"大谷(1)","ja","大谷(1)"
"大谷(1)","ja-Hrkt","おおたに"
"潮見(1)","ja","潮見(1)"
"潮見(1)","ja-Hrkt","しおみ"
"郷の木(1)","ja","郷の木(1)"
"郷の木(1)","ja-Hrkt","ごうのき"
"上野(2)","ja","上野(2)"
"上野(2)","ja-Hrkt","かみの"
"楢崎(1)","ja","楢崎(1)"
"楢崎(1)","ja-Hrkt","ならざき"
"北志田(1)","ja","北志田(1)"
"北志田(1)","ja-Hrkt","きたしだ"
"西山(1)","ja","西山(1)"
"西山(1)","ja-Hrkt","にしやま"
"冬野入口(1)","ja","冬野入口(1)"
"冬野入口(1)","ja-Hrkt","ふゆのいりぐち"
"志田原(1)","ja","志田原(1)"
"志田原(1)","ja-Hrkt","しだばる"
"下久間(1)","ja","下久間(1)"
"下久間(1)","ja-Hrkt","しもくま"
"牛間田新道(1)","ja","牛間田新道(1)"
"牛間田新道(1)","ja-Hrkt","うしまだしんみち"
"塩田下町(1)","ja","塩田下町(1)"
"塩田下町(1)","ja-Hrkt","しおたしもまち"
"宇宙科学館","ja","宇宙科学館"
"宇宙科学館","ja-Hrkt","うちゅうかがくかん"
"鹿島バスセンター(4)","ja","鹿島バスセンター(4)"
"鹿島バスセンター(4)","ja-Hrkt","かしまばすせんたー"
"公園入口(1)","ja","公園入口(1)"
"公園入口(1)","ja-Hrkt","こうえんいりぐち"
"浜駅前(2)","ja","浜駅前(2)"
"浜駅前(2)","ja-Hrkt","はまえきまえ"
"浜大橋(2)","ja","浜大橋(2)"
"浜大橋(2)","ja-Hrkt","はまおおはし"
"浜崎(2)","ja","浜崎(2)"
"浜崎(2)","ja-Hrkt","はまさき"
"新方(2)","ja","新方(2)"
"新方(2)","ja-Hrkt","しんかた"
"西葉(2)","ja","西葉(2)"
"西葉(2)","ja-Hrkt","さえ"
"琵琶岬橋(2)","ja","琵琶岬橋(2)"
"琵琶岬橋(2)","ja-Hrkt","びわんこばし"
"塩屋橋(2)","ja","塩屋橋(2)"
"塩屋橋(2)","ja-Hrkt","しおやばし"
"宮道(1)","ja","宮道(1)"
"宮道(1)","ja-Hrkt","みやどう"
"海洋センター前(2)","ja","海洋センター前(2)"
"海洋センター前(2)","ja-Hrkt","かいようせんたーまえ"
"音成(2)","ja","音成(2)"
"音成(2)","ja-Hrkt","おとなり"
"七浦郵便局前(2)","ja","七浦郵便局前(2)"
"七浦郵便局前(2)","ja-Hrkt","ななうらゆうびんきょくまえ"
"七浦小学校入口(2)","ja","七浦小学校入口(2)"
"七浦小学校入口(2)","ja-Hrkt","ななうらしょうがっこういりぐち"
"矢の浦(2)","ja","矢の浦(2)"
"矢の浦(2)","ja-Hrkt","やのうら"
"飯田(2)","ja","飯田(2)"
"飯田(2)","ja-Hrkt","いいだ"
"江福(2)","ja","江福(2)"
"江福(2)","ja-Hrkt","えふく"
"道の駅太良前(2)","ja","道の駅太良前(2)"
"道の駅太良前(2)","ja-Hrkt","みちのえきたらまえ"
"伊福(2)","ja","伊福(2)"
"伊福(2)","ja-Hrkt","いふく"
"江岡(2)","ja","江岡(2)"
"江岡(2)","ja-Hrkt","えおか"
"太良高校正門前","ja","太良高校正門前"
"太良高校正門前","ja-Hrkt","たらこうこうせいもんまえ"
"多良栄町(2)","ja","多良栄町(2)"
"多良栄町(2)","ja-Hrkt","たらさかえまち"
"球場前(2)","ja","球場前(2)"
"球場前(2)","ja-Hrkt","きゅうじょうまえ"
"太良病院前(2)","ja","太良病院前(2)"
"太良病院前(2)","ja-Hrkt","たらびょういんまえ"
"太良老人センター(2)","ja","太良老人センター(2)"
"太良老人センター(2)","ja-Hrkt","たらろうじんせんたー"
"太良役場前(2)","ja","太良役場前(2)"
"太良役場前(2)","ja-Hrkt","たらやくばまえ"
"糸岐本町(2)","ja","糸岐本町(2)"
"糸岐本町(2)","ja-Hrkt","いときほんまち"
"陣内","ja","陣内"
"陣内","ja-Hrkt","じんのうち"
"亀崎","ja","亀崎"
"亀崎","ja-Hrkt","かめざき"
"破瀬の浦","ja","破瀬の浦"
"破瀬の浦","ja-Hrkt","はぜのうら"
"休石(2)","ja","休石(2)"
"休石(2)","ja-Hrkt","いけし"
"里(2)","ja","里(2)"
"里(2)","ja-Hrkt","さと"
"野上(2)","ja","野上(2)"
"野上(2)","ja-Hrkt","のあげ"
"広江(2)","ja","広江(2)"
"広江(2)","ja-Hrkt","ひろえ"
"亀の浦入口(2)","ja","亀の浦入口(2)"
"亀の浦入口(2)","ja-Hrkt","かめのうらいりぐち"
"大浦駅前(2)","ja","大浦駅前(2)"
"大浦駅前(2)","ja-Hrkt","おおうらえきまえ"
"風配登山口(1)","ja","風配登山口(1)"
"風配登山口(1)","ja-Hrkt","かざはやとざんぐち"
"竹崎入口(2)","ja","竹崎入口(2)"
"竹崎入口(2)","ja-Hrkt","たけざきいりぐち"
"津の浦(2)","ja","津の浦(2)"
"津の浦(2)","ja-Hrkt","つのうら"
"牟田(2)","ja","牟田(2)"
"牟田(2)","ja-Hrkt","むた"
"県界","ja","県界"
"県界","ja-Hrkt","けんかい"
"牟田(1)","ja","牟田(1)"
"牟田(1)","ja-Hrkt","むた"
"津の浦(1)","ja","津の浦(1)"
"津の浦(1)","ja-Hrkt","つのうら"
"竹崎入口(1)","ja","竹崎入口(1)"
"竹崎入口(1)","ja-Hrkt","たけざきいりぐち"
"風配登山口(2)","ja","風配登山口(2)"
"風配登山口(2)","ja-Hrkt","かざはやとざんぐち"
"大浦駅前(1)","ja","大浦駅前(1)"
"大浦駅前(1)","ja-Hrkt","おおうらえきまえ"
"亀の浦入口(1)","ja","亀の浦入口(1)"
"亀の浦入口(1)","ja-Hrkt","かめのうらいりぐち"
"広江(1)","ja","広江(1)"
"広江(1)","ja-Hrkt","ひろえ"
"野上(1)","ja","野上(1)"
"野上(1)","ja-Hrkt","のあげ"
"里(1)","ja","里(1)"
"里(1)","ja-Hrkt","さと"
"休石(1)","ja","休石(1)"
"休石(1)","ja-Hrkt","いけし"
"糸岐本町(1)","ja","糸岐本町(1)"
"糸岐本町(1)","ja-Hrkt","いときほんまち"
"太良役場前(1)","ja","太良役場前(1)"
"太良役場前(1)","ja-Hrkt","たらやくばまえ"
"太良老人センター(1)","ja","太良老人センター(1)"
"太良老人センター(1)","ja-Hrkt","たらろうじんせんたー"
"太良病院前(1)","ja","太良病院前(1)"
"太良病院前(1)","ja-Hrkt","たらびょういんまえ"
"球場前(1)","ja","球場前(1)"
"球場前(1)","ja-Hrkt","きゅうじょうまえ"
"多良栄町(1)","ja","多良栄町(1)"
"多良栄町(1)","ja-Hrkt","たらさかえまち"
"江岡(1)","ja","江岡(1)"
"江岡(1)","ja-Hrkt","えおか"
"伊福(1)","ja","伊福(1)"
"伊福(1)","ja-Hrkt","いふく"
"道の駅太良前(1)","ja","道の駅太良前(1)"
"道の駅太良前(1)","ja-Hrkt","みちのえきたらまえ"
"江福(1)","ja","江福(1)"
"江福(1)","ja-Hrkt","えふく"
"飯田(1)","ja","飯田(1)"
"飯田(1)","ja-Hrkt","いいだ"
"矢の浦(1)","ja","矢の浦(1)"
"矢の浦(1)","ja-Hrkt","やのうら"
"七浦小学校入口(1)","ja","七浦小学校入口(1)"
"七浦小学校入口(1)","ja-Hrkt","ななうらしょうがっこういりぐち"
"七浦郵便局前(1)","ja","七浦郵便局前(1)"
"七浦郵便局前(1)","ja-Hrkt","ななうらゆうびんきょくまえ"
"音成(1)","ja","音成(1)"
"音成(1)","ja-Hrkt","おとなり"
"海洋センター前(1)","ja","海洋センター前(1)"
"海洋センター前(1)","ja-Hrkt","かいようせんたーまえ"
"宮道(2)","ja","宮道(2)"
"宮道(2)","ja-Hrkt","みやどう"
"塩屋橋(1)","ja","塩屋橋(1)"
"塩屋橋(1)","ja-Hrkt","しおやばし"
"琵琶岬橋(1)","ja","琵琶岬橋(1)"
"琵琶岬橋(1)","ja-Hrkt","びわんこばし"
"西葉(1)","ja","西葉(1)"
"西葉(1)","ja-Hrkt","さえ"
"新方(1)","ja","新方(1)"
"新方(1)","ja-Hrkt","しんかた"
"浜崎(1)","ja","浜崎(1)"
"浜崎(1)","ja-Hrkt","はまさき"
"浜大橋(1)","ja","浜大橋(1)"
"浜大橋(1)","ja-Hrkt","はまおおはし"
"浜駅前(1)","ja","浜駅前(1)"
"浜駅前(1)","ja-Hrkt","はまえきまえ"
"公園入口(2)","ja","公園入口(2)"
"公園入口(2)","ja-Hrkt","こうえんいりぐち"
"鹿島市役所・エイブル前(2)","ja","鹿島市役所・エイブル前(2)"
"鹿島市役所・エイブル前(2)","ja-Hrkt","かしましやくしょ・えいぶるまえ"
"末光(2)","ja","末光(2)"
"末光(2)","ja-Hrkt","すえみつ"
"ララベル前(1)","ja","ララベル前(1)"
"ララベル前(1)","ja-Hrkt","ららべるまえ"
"ドラモリ・コメリ前(2)","ja","ドラモリ・コメリ前(2)"
"ドラモリ・コメリ前(2)","ja-Hrkt","どらもり・こめりまえ"
"ドラモリ・コメリ前(1)","ja","ドラモリ・コメリ前(1)"
"ドラモリ・コメリ前(1)","ja-Hrkt","どらもり・こめりまえ"
"ララベル前(2)","ja","ララベル前(2)"
"ララベル前(2)","ja-Hrkt","ららべるまえ"
"末光(1)","ja","末光(1)"
"末光(1)","ja-Hrkt","すえみつ"
"鹿島市役所・エイブル前(1)","ja","鹿島市役所・エイブル前(1)"
"鹿島市役所・エイブル前(1)","ja-Hrkt","かしましやくしょ・えいぶるまえ"
"モラージュ佐賀","ja","モラージュ佐賀"
"モラージュ佐賀","ja-Hrkt","もらーじゅさが"
"御船ヶ丘小学校前(2)","ja","御船ヶ丘小学校前(2)"
"御船ヶ丘小学校前(2)","ja-Hrkt","みふねがおかしょうがっこうまえ"
"武雄警察署前(2)","ja","武雄警察署前(2)"
"武雄警察署前(2)","ja-Hrkt","たけおけいさつしょまえ"
"若葉台入口(2)","ja","若葉台入口(2)"
